區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
清水區,0,104.02,5,無,457,0.712102676
南屯區,0,149.37,7,有,1650,0.480104135
北屯區,0,162.13,7,有,1510,0.268402968
潭子區,33,89.46,11,無,1100,0.728467223
西屯區,10,274.11,7,有,2450,0.549110499
豐原區,27,97.92,7,無,360,0.192182261
南屯區,17,367.81,9,有,2760,0.568389831
西屯區,10,92.14,3,有,633,0.220876493
北屯區,26,166.65,8,有,800,0.805901665
北屯區,0,189.72,8,有,1772,0.472861227
北屯區,0,226.47,7,無,3055,0.036394329
大里區,13,105.08,5,有,530,0.648192952
太平區,29,121.91,7,有,630,0.774061344
南屯區,0,209.88,7,有,1880,0.315267979
西區,40,46.06,4,無,270,0.377845351
南區,0,229.33,8,有,1474,0.006341227
太平區,5,197.25,8,有,1090,0.795441181
烏日區,3,161.46,6,有,1138,0.31841582
烏日區,32,143.27,8,無,905,0.024285886
西屯區,14,111.73,5,有,825,0.989501227
沙鹿區,0,158.57,7,有,814,0.805401628
西屯區,15,176,7,有,1038,0.948111062
龍井區,1,74.11,5,無,418,0.70561308
北區,38,66.68,7,無,155,0.095842263
西屯區,17,198.36,8,有,1080,0.528027612
北屯區,22,156.16,7,有,1040,0.239676693
南區,22,156.66,8,有,820,0.261833066
南屯區,26,88.64,5,有,530,0.63342864
太平區,34,111.03,8,無,480,0.569445002
南屯區,0,111.41,4,有,600,0.535404596
清水區,0,181.52,7,有,735,0.146442603
南屯區,33,210.74,10,無,2660,0.575614814
太平區,0,180.01,10,無,1300,0.014079053
太平區,1,162.48,7,有,810,0.053121033
太平區,44,126.36,9,無,555,0.675450635
豐原區,21,122.26,7,無,480,0.181890208
北屯區,27,68.47,3,無,330,0.262418985
大里區,0,125.65,5,有,675,0.085708746
北屯區,0,109.88,5,有,628,0.455949739
太平區,1,193.02,10,無,1250,0.772390522
南屯區,0,357.69,14,有,3500,0.121369312
西屯區,14,230.03,7,有,1920,0.424860978
西區,41,109.28,7,無,490,0.372009359
西屯區,4,173.84,7,有,1700,0.284096328
北屯區,4,232.65,8,有,1550,0.544030846
西屯區,37,113.43,5,無,750,0.501633618
南區,1,131.07,5,有,850,0.172104448
沙鹿區,38,133.75,26,無,850,0.534419889
北區,42,127.25,6,無,650,0.833661329
南屯區,0,152.86,7,有,852,0.800866395
大里區,0,103.4,4,有,679,0.530464747
大里區,39,105.85,7,無,330,0.302227745
南屯區,0,255.35,8,有,2405,0.461771809
南區,4,211.14,7,有,1700,0.335960314
沙鹿區,1,122.57,6,有,680,0.126396974
太平區,5,142.07,7,有,875,0.816257111
潭子區,22,71.71,5,無,378,0.325800486
北屯區,14,167.53,7,有,860,0.766094128
大里區,2,109.67,5,有,630,0.688659784
北屯區,5,142.74,7,有,860,0.542404513
北屯區,28,174.17,7,有,930,0.912636845
大里區,0,195.35,9,無,1460,0.539390846
神岡區,1,218.44,12,無,2100,0.095160971
北屯區,4,182.27,7,有,830,0.646952474
北屯區,0,158.41,7,有,1050,0.328794515
神岡區,0,154.16,10,無,920,0.166953104
北屯區,1,222.38,12,無,2100,0.371889766
南屯區,2,134.14,7,有,1230,0.824237038
龍井區,0,187.38,11,無,780,0.217984672
太平區,34,110.79,7,無,1135,0.953992937
太平區,0,167.74,7,有,1028,0.727508976
西區,0,187.58,9,無,2200,0.172905505
北屯區,0,160.74,7,有,1341,0.889198705
北屯區,4,214.93,14,無,2880,0.37515828
北區,40,89.75,5,無,400,0.514536776
南屯區,0,109.04,4,有,980,0.677161866
沙鹿區,6,136.79,6,有,615,0.216569222
神岡區,50,144.78,7,無,1062.5,0.296285213
梧棲區,1,246.02,12,無,1708,0.85341454
西屯區,15,215.66,8,有,1175,0.079421993
北屯區,0,147.69,7,有,850,0.925040539
大里區,44,112.47,8,無,980,0.74730188
西屯區,16,282.77,10,有,2388,0.432277943
大里區,40,47.93,8,無,105.147,0.005494057
豐原區,0,158.14,6,有,1110,0.193198642
東勢區,37,96.6,7,無,230,0.069745292
南屯區,20,106.8,4,有,670,0.717746449
神岡區,0,168.84,10,無,1100,0.61791719
南屯區,5,338.65,9,有,3000,0.684428378
北屯區,27,151.11,8,有,845,0.034026708
大里區,3,198.11,7,有,1430,0.090845526
北屯區,0,214.09,9,無,1770,0.501263452
霧峰區,40,84.84,8,無,550,0.159502042
中區,27,158.94,6,無,511.5,0.536861286
大雅區,0,158.41,10,無,1145,0.184851658
大雅區,0,147.65,9,無,1388,0.424748321
西屯區,15,139.93,7,有,1120,0.365381196
北屯區,28,121.76,7,有,550,0.846587091
南屯區,0,88.53,5,有,968,0.505039597
北區,4,259.85,8,有,1688,0.738696217
太平區,29,125.48,7,有,538,0.54545552
西屯區,7,231.96,7,有,2180,0.676050546
南屯區,0,88.72,3,有,715,0.804093083
大里區,3,193.85,7,有,1085,0.841514426
東區,0,118.8,5,有,675,0.490177202
西屯區,10,329.21,8,有,2488,0.410185169
潭子區,40,92.22,8,無,665,0.759391005
大里區,0,169.93,7,有,985,0.614667992
南區,0,173.02,7,有,1131,0.623817266
西屯區,26,100.75,5,無,650,0.195795309
南區,8,150.91,7,有,800,0.028582516
北屯區,39,83.45,7,無,445,0.104124457
南屯區,0,105.93,5,有,994,0.676132701
南區,26,110.74,7,無,690,0.011368987
清水區,0,133.07,5,有,539,0.84605776
西屯區,24,149.56,7,有,850,0.742485985
神岡區,0,154.16,10,無,890,0.365598517
北屯區,25,94.56,5,有,562,0.096758912
潭子區,6,184.59,10,無,1310,0.070681164
北屯區,1,162.75,7,有,935,0.527767268
大里區,0,123.65,5,有,788,0.859759654
大里區,40,123.2,7,無,800,0.956168158
太平區,1,163.93,6,有,1038,0.552364375
大里區,30,154.01,7,無,650,0.389516876
西屯區,14,88.03,5,無,725,0.275079367
北區,20,230.85,8,有,1130,0.957607225
大里區,0,131.94,7,有,670,0.855535399
大里區,22,181.58,10,無,730,0.610583104
北屯區,1,109.88,5,有,780,0.858669657
西屯區,0,194.02,8,有,1595,0.44400653
西屯區,26,143.64,7,有,525,0.680787988
北屯區,0,171.16,7,有,1222,0.971969155
西屯區,26,115.94,5,無,635,0.299747216
北屯區,27,100.78,7,無,450,0.943907105
北屯區,27,116.69,7,有,730,0.71297709
北屯區,0,155.36,7,有,978,0.988050486
北屯區,5,119.02,5,有,678,0.760223796
南屯區,0,170.03,7,有,1517,0.045477477
太平區,0,163.72,6,有,1158,0.31836198
南屯區,9,159.61,7,有,1050,0.01200292
梧棲區,3,186.36,10,無,1288,0.740817481
烏日區,0,206.38,12,無,1498,0.188951609
大里區,29,86.43,7,無,253,0.754551117
大里區,0,103.22,4,有,693,0.62554504
北屯區,0,218.66,8,有,1317,0.824474727
南屯區,2,141.96,6,有,1265,0.184762804
西區,32,103.47,7,無,535,0.280770708
清水區,2,165.4,10,無,988,0.147173138
南屯區,21,127.11,6,有,888,0.18348998
北屯區,0,162.84,7,有,820,0.715919666
大里區,0,310.77,8,有,2430,0.804264501
清水區,0,138.21,5,有,572,0.706548355
潭子區,0,85.79,5,有,550,0.510892102
潭子區,0,113.98,12,無,1250,0.027179377
南屯區,0,165.18,8,有,1850,0.582477539
大甲區,5,304.06,12,無,2200,0.789311687
梧棲區,0,181.32,11,無,768,0.262089136
中區,24,34.08,4,無,158,0.946270562
西屯區,1,103.93,3,有,832,0.311459998
梧棲區,1,152.24,11,無,980,0.387747305
北區,4,295.87,8,有,2800,0.52823948
北屯區,25,135.8,7,有,670,0.899076873
西屯區,2,319.29,8,有,3880,0.781063637
北區,33,144.78,11,無,1720,0.761091084
大雅區,0,159.63,7,有,1060,0.835364302
大里區,5,234.17,8,有,1580,0.601530564
梧棲區,2,185.47,9,無,950,0.412177813
烏日區,0,127.06,6,有,631,0.298118427
西屯區,26,119.43,7,有,520,0.242812849
南區,0,245.93,12,無,3020,0.360178126
西屯區,5,413.89,11,有,3400,0.568771171
大里區,0,251.21,5,有,674,0.184235842
大肚區,60,96.6,9,無,1088,0.103480502
霧峰區,23,243.83,16,無,1636,0.815677252
南屯區,2,201.06,7,有,1993,0.820065009
北區,2,89.95,3,有,840,0.700035754
南屯區,8,107.31,5,有,736,0.448576983
潭子區,0,280.02,11,無,2550,0.50660231
南屯區,3,134.02,4,有,905,0.947913591
大甲區,42,81,9,無,1150,0.785196811
梧棲區,0,213.09,11,無,1030,0.817820288
太平區,0,232.5,8,有,1541,0.348772425
西屯區,0,163.38,7,有,1530,0.060832519
烏日區,0,189.15,7,有,898,0.241990758
西屯區,1,103.93,3,有,825,0.731933908
大里區,14,112.13,7,有,612,0.070393499
大雅區,41,65.52,9,無,680,0.293560989
東區,41,95.6,6,無,320,0.14567841
太平區,28,158.84,8,無,510,0.528250487
太平區,29,87.36,6,無,380,0.159914391
北屯區,0,167.01,7,有,1126,0.785379034
北屯區,0,157.06,7,有,1026,0.316792885
清水區,14,178.39,7,有,610,0.376247739
南區,0,155.89,7,有,939,0.384983368
南屯區,30,257.33,7,有,1700,0.930561633
中區,46,90.17,7,無,365,0.016907016
北屯區,41,94.5,11,無,1275,0.564655576
北屯區,5,221.89,7,有,1300,0.241646519
西屯區,0,90.91,5,有,900,0.260033954
北區,38,82.23,7,無,350,0.294039287
北屯區,1,267.6,16,有,4200,0.312360695
清水區,0,157.65,7,有,608,0.454206271
南屯區,0,109.37,5,有,1047,0.450986477
烏日區,15,181.46,9,無,1580,0.467574642
南屯區,1,310.88,8,有,3750,0.425419532
大里區,0,126.27,5,有,692,0.945696262
北屯區,6,260.64,8,有,1399,0.173800521
沙鹿區,36,155.31,23,無,800,0.926651916
西屯區,0,76.89,3,有,758,0.972837518
西屯區,24,139.19,7,無,640,0.37433403
豐原區,47,147.21,11,無,1250,0.493244701
西屯區,1,265.02,7,有,3445,0.307420388
北區,4,139.33,4,有,1076,0.939293918
南區,40,150.54,12,無,1375,0.405840961
豐原區,0,149.44,7,有,688,0.801038285
中區,24,34.08,4,無,175,0.989446295
北屯區,0,221.66,7,有,2138,0.397818665
西屯區,24,415.45,27,有,2488,0.031901089
大里區,16,131.48,7,有,755,0.126157476
太平區,19,127.67,8,無,100,0.902421826
南屯區,22,179.69,7,有,1208,0.249728572
后里區,0,255.39,12,無,1850,0.437998765
太平區,0,144.09,7,有,832,0.972413311
沙鹿區,17,225.54,12,無,1025,0.958770516
南屯區,0,108.12,4,有,560,0.586709379
清水區,0,176.96,9,無,836,0.117149784
北屯區,2,252.34,8,有,2080,0.759367197
太平區,0,156.79,7,有,980,0.064621168
沙鹿區,6,194.13,9,無,1520,0.990292183
西屯區,11,292.12,5,有,3395,0.866321465
北屯區,0,195.02,8,有,1508,0.450955434
潭子區,24,138.97,7,無,615,0.479543761
大里區,0,119.24,5,有,630,0.801183716
西屯區,20,133.09,7,有,830,0.851542047
北屯區,0,218.27,7,有,1916,0.539415333
南屯區,25,135.18,7,有,930,0.010527605
北屯區,27,279.06,6,有,1050,0.859682017
北區,41,100.65,7,無,420,0.84135926
西區,40,87.44,7,無,538,0.362757541
南屯區,0,103.61,5,有,1018,0.664300591
南區,0,173.02,7,有,1107,0.686212214
大里區,0,146.46,9,無,1308,0.502996264
太平區,0,159.47,7,有,853,0.705109826
西區,14,165.28,7,有,1360,0.397407368
南區,19,183.88,8,有,900,0.515231556
南區,26,134.19,7,有,600,0.240004773
太平區,6,221.93,8,有,1285,0.73756025
南屯區,28,96.93,7,無,580,0.407607981
太平區,6,134.77,6,有,765,0.509696799
西屯區,23,158.57,7,有,2200,0.7843647
豐原區,41,193.26,11,無,1366,0.290894898
梧棲區,3,124.33,5,有,553,0.54938949
南區,24,129.89,11,無,650,0.583068221
西屯區,9,392.12,7,有,3698,0.403398768
南屯區,5,354.86,10,有,3058,0.154277928
太平區,26,80.09,6,無,200,0.189834568
西屯區,27,204.73,4,無,950,0.402087033
南屯區,26,140.95,7,無,680,0.693985371
太平區,26,156.56,11,無,750,0.099634219
沙鹿區,0,69.06,5,無,326,0.821168695
北屯區,0,158,7,有,1100,0.938137539
北屯區,25,116.46,7,有,725,0.978004514
北屯區,35,129.83,6,無,386.04,0.772611589
北區,36,87.65,7,無,530,0.952095288
南屯區,7,196.87,7,有,1338,0.620186634
潭子區,26,119.83,7,有,450,0.608425627
后里區,37,162.82,7,無,765,0.799075323
北屯區,2,256.9,8,有,1580,0.837323866
太平區,26,95.1,7,無,375,0.824981319
北屯區,5,115.55,4,有,650,0.267251779
北屯區,0,164.88,6,有,1420,0.869859063
西屯區,26,133.87,7,有,540,0.658062274
北屯區,0,133.52,6,有,727,0.828300674
清水區,0,108.38,5,有,440,0.421297656
東區,0,121.49,5,有,700,0.715093377
清水區,0,133.33,6,有,611,0.639094502
沙鹿區,6,182.24,7,有,738,0.07675375
西屯區,0,126.25,5,有,1000,0.343382915
梧棲區,40,132.66,8,無,780,0.263213939
北屯區,0,147.64,7,有,860,0.90059247
南屯區,0,112.81,5,有,582,0.259104059
東區,42,111.83,8,無,930,0.1175005
北區,38,81.3,5,無,420,0.788400359
太平區,6,164.1,8,有,1040,0.041031776
東區,22,123.4,7,有,590,0.042380668
北屯區,0,218.27,7,有,2020,0.091425484
北屯區,1,259.25,9,無,1200,0.021846231
烏日區,25,144.11,6,無,480,0.389039752
東勢區,0,137.48,8,無,420,0.181712354
中區,27,37.77,3,無,183,0.953715037
西區,27,109.71,7,無,520,0.10946245
西屯區,0,121.62,5,有,916,0.582430625
東勢區,0,107.36,7,無,250,0.174590323
南屯區,0,246.7,8,有,2348,0.602904344
南屯區,0,132.22,6,有,830,0.899516941
南區,19,104.82,4,有,620,0.636347189
太平區,0,182.62,7,有,923,0.224172566
大里區,21,230.96,13,無,1220,0.778436696
烏日區,0,152.18,7,有,799,0.469210449
烏日區,24,168.07,7,無,800,0.458683984
西屯區,26,249.96,7,有,1238,0.37135561
北屯區,26,87.4,6,無,505,0.556929014
梧棲區,1,269.23,11,無,1680,0.815887364
大里區,9,154.61,6,有,808,0.058897114
豐原區,0,149.44,7,有,720,0.70548227
西屯區,7,351.08,8,有,2950,0.381943941
南屯區,2,383.59,9,有,3980,0.577752249
南屯區,25,181.26,8,有,838,0.361763204
太平區,21,187.09,9,無,1120,0.58065297
豐原區,49,35.75,5,無,2076,0.006096375
南區,22,115.49,7,有,700,0.469758169
北屯區,0,125.35,4,有,880,0.063897201
沙鹿區,0,249.98,12,無,2068,0.478974532
大雅區,26,174.89,10,無,1280,0.71453119
北屯區,39,126.36,8,無,970,0.608081706
沙鹿區,0,116.04,5,有,688,0.715814346
東區,0,156.47,7,有,1011,0.447947649
北區,24,104.63,5,有,500,0.895414396
南屯區,0,130.61,6,有,756,0.8316382
西區,30,127.41,6,無,700,0.988902446
南屯區,7,142.45,7,有,888,0.266260372
南屯區,8,116.79,5,有,740,0.101574475
太平區,2,218.2,8,有,1330,0.447151841
南屯區,0,211.76,7,有,1975,0.625050159
東區,31,134.43,6,無,1275,0.34182972
西屯區,5,116.31,5,有,835,0.590680815
東區,0,184.38,8,有,1230,0.648106901
龍井區,0,187.38,10,無,785,0.627684414
北屯區,0,143.87,6,有,785,0.280087199
太平區,0,182.58,10,無,1250,0.322056779
太平區,4,118.04,8,有,657.5,0.667055774
大里區,0,149.35,10,無,1238,0.566878878
沙鹿區,0,222.33,12,無,2150,0.109539235
北區,4,119.3,7,有,838,0.316032796
沙鹿區,5,157.66,10,無,980,0.08045627
大里區,26,134.51,7,有,500,0.662874999
豐原區,0,132.53,6,有,605,0.484687807
大里區,46,127.1,16,無,960,0.721961991
西區,14,120.08,5,有,1039,0.6495686
西屯區,24,142.26,6,無,598,0.690151839
北區,41,114.83,8,無,560,0.547459015
豐原區,0,152.95,7,有,1015,0.38195829
南屯區,0,131.11,6,有,752,0.314954231
北區,4,202.55,7,有,1600,0.85711018
北屯區,0,133.52,6,有,727,0.939216192
南屯區,8,116.87,6,有,746,0.643421095
烏日區,26,175.41,7,有,752,0.379553061
北屯區,0,72.27,5,無,405,0.441585155
南屯區,14,179.74,7,有,1385,0.855898153
豐原區,0,182.89,12,無,1370,0.86589594
沙鹿區,0,121.41,7,有,630,0.877061772
北屯區,23,100.78,5,有,498,0.731177473
潭子區,0,67.66,7,無,252,0.755325275
南屯區,27,36.82,3,無,266,0.460451696
北屯區,26,235.23,5,無,1240,0.37276178
后里區,29,210.13,12,無,1200,0.746147173
北屯區,3,172.5,7,有,972,0.540972487
太平區,0,172.66,10,無,1238,0.291249908
南區,49,198.67,7,無,1980,0.964446595
太平區,41,86.94,8,無,890,0.648998583
北屯區,0,171.16,7,有,1199,0.31527959
北屯區,0,131.64,5,有,788,0.659603976
西區,39,56.36,4,無,157.0714,0.318490883
北區,22,40.05,3,無,181,0.661753401
南區,27,139.07,7,有,670,0.876480664
北屯區,20,289.94,8,無,1820,0.459038864
大里區,0,66.87,4,無,502,0.094088785
太平區,0,173.21,7,有,1150,0.326342231
沙鹿區,13,278.62,30,無,1860,0.843183203
西屯區,25,89.84,5,無,488,0.190567917
南區,19,131.2,6,有,805,0.730239653
西屯區,0,121.62,5,有,945,0.984448027
南屯區,25,196.79,12,有,1700,0.175154274
北區,25,126.12,7,有,720,0.390435778
北屯區,14,107.66,4,有,738,0.940745799
北屯區,26,101.33,7,無,550,0.116988453
南屯區,0,69.58,4,無,499,0.511256623
太平區,39,187.63,11,無,1158,0.800510938
西屯區,14,364,10,有,3160,0.835900239
大里區,0,114.82,5,有,580,0.180906887
大里區,17,112.38,7,有,698,0.270457179
沙鹿區,27,123.49,10,無,680,0.152115139
北屯區,0,152.81,7,有,1107,0.066534128
西屯區,38,97.47,10,無,1160,0.632410532
大里區,2,111.14,5,有,665,0.009963957
北屯區,5,147.36,6,有,870,0.708526486
北屯區,16,142.48,8,無,1265,0.241338061
西屯區,1,81.44,4,有,800,0.709624449
北屯區,0,198.37,7,有,1169,0.505945056
西屯區,37,127.4,7,無,700,0.216074387
烏日區,3,189.04,7,有,1310,0.606141146
清水區,0,133.14,5,有,536,0.426541979
北屯區,0,148.38,7,有,693,0.273905328
太平區,27,109.74,7,無,535,0.407353193
北屯區,26,153.26,7,無,712,0.043221122
南區,26,115.7,6,無,470,0.82508179
神岡區,1,363.78,15,無,2100,0.188993648
南屯區,3,150.25,6,有,1105,0.01331205
西屯區,17,109.05,7,有,825,0.208394177
北屯區,0,113.57,5,有,755,0.396244561
南屯區,16,250.61,11,無,2000,0.603250086
北屯區,7,257.04,7,有,1750,0.703573819
北區,0,296.51,9,有,2300,0.639915184
太平區,6,165.95,7,有,925,0.292019758
北屯區,20,130.3,7,有,800,0.478633867
西屯區,30,284.37,10,有,1288,0.115325906
清水區,5,180.07,10,無,802,0.89521425
東區,0,132.34,4,有,716,0.965731257
西屯區,25,127.31,7,有,688,0.127458983
西屯區,13,129.45,5,有,830,0.361457231
北屯區,5,171.25,7,有,1245,0.398651977
梧棲區,0,174.59,10,無,740,0.965073497
豐原區,0,59.62,5,無,408,0.849186549
大里區,2,145.14,5,有,738,0.906951309
烏日區,7,147.08,7,有,780,0.971743363
北區,10,250.25,30,無,2300,0.034149659
西屯區,0,94.77,5,無,843,0.525815918
北屯區,16,301.32,12,無,2638,0.95887731
西屯區,4,199.56,7,有,1880,0.659510993
梧棲區,38,176.71,9,無,1200,0.768219202
大肚區,40,70.24,6,無,308,0.110191784
北區,1,296.29,9,有,2160,0.685205225
東區,6,157.11,7,有,1075,0.502574739
北區,26,137.34,8,有,610,0.584161054
沙鹿區,1,122.57,4,有,550,0.357496818
東區,4,160.44,5,有,1100,0.98995284
西屯區,13,108.83,5,有,808,0.915058924
大甲區,0,191.12,10,無,880,0.053042376
南屯區,25,211.41,9,有,975,0.902902201
北屯區,0,179.1,7,有,1138,0.040154447
北屯區,10,342.03,10,無,2850,0.238323006
中區,27,106.74,5,無,461,0.435553477
南區,50,96.35,10,無,1180,0.201326485
烏日區,0,127.14,6,有,640,0.296505688
北屯區,24,127.05,7,無,650,0.805310148
北屯區,10,355.13,9,無,2600,0.53761579
北屯區,0,131.82,5,有,1086,0.238305702
南屯區,0,60.36,3,無,559,0.121586205
西屯區,26,82.84,5,無,512,0.100334398
外埔區,27,104.06,7,無,230,0.208119758
南區,1,154.58,7,有,1150,0.12200699
西屯區,0,125.55,5,有,958,0.759250674
大肚區,26,194.67,10,無,730,0.924977852
大里區,2,191.45,6,有,1470,0.694916994
南屯區,26,214.78,9,有,1330,0.079389816
潭子區,28,280.97,22,無,1380,0.916592602
西屯區,11,230.45,8,有,1820,0.745790768
南屯區,0,201.27,8,有,1180,0.93144211
西區,4,220.88,11,有,1688,0.266961218
北屯區,26,235.23,11,無,1430,0.535039982
北區,36,92.9,7,無,460,0.983401543
北區,1,267.13,9,有,2309,0.058848275
大甲區,0,240.91,14,無,1438,0.191115394
北屯區,1,124.31,4,有,918,0.172492754
烏日區,0,158.66,7,有,838,0.694258043
北屯區,0,160.66,7,有,1430,0.309662044
南區,21,50.27,6,有,300,0.097919001
大甲區,1,104.82,7,無,437,0.900975164
北屯區,26,43.24,3,無,226,0.685323729
潭子區,14,185.06,9,無,1365,0.503419565
大雅區,6,148.43,10,無,1323,0.915721968
北屯區,4,174.64,7,有,940,0.890750412
南屯區,8,144.81,6,有,970,0.027962593
西屯區,47,61.01,6,無,1630,0.579402898
大里區,46,61.29,6,無,680,0.679764021
太平區,1,176.82,3,有,1500,0.267899084
豐原區,0,187.69,6,有,1105,0.40475259
西區,24,26.99,3,無,160,0.683354048
大里區,17,112.36,6,有,665,0.409025376
烏日區,13,146.58,7,有,850,0.095750515
北屯區,3,118.42,4,有,935,0.213078848
清水區,0,120.44,5,有,488,0.455166674
北區,27,70.9,3,無,318.8,0.040703827
后里區,29,78.47,8,無,600,0.765714139
沙鹿區,1,164.7,10,無,1280,0.404698692
太平區,0,166.22,7,有,1042,0.957410671
潭子區,0,127.1,5,有,770,0.365269557
南屯區,0,95.57,5,有,904,0.498859396
南屯區,26,109.86,7,無,605,0.762221195
北屯區,0,127.81,5,有,790,0.442922727
太平區,2,189.83,9,無,1475,0.020044352
豐原區,27,102.22,7,無,450,0.152265352
沙鹿區,0,158.57,7,有,815,0.114420254
清水區,0,100.34,4,有,440,0.979418463
北屯區,6,170.62,7,有,890,0.705795833
豐原區,0,162.92,6,有,1062,0.783544468
西屯區,25,94.34,5,無,430,0.844995208
大甲區,0,67.02,3,無,320,0.933732013
西屯區,6,320,8,有,2674,0.255359211
南屯區,0,109.29,4,有,605,0.335262677
北屯區,0,158.85,7,有,1060,0.298255159
北屯區,25,130.74,6,無,290,0.013389203
太平區,27,125.19,7,無,470,0.30973352
東區,0,163.82,6,有,1042,0.039773821
清水區,0,153.21,7,有,568,0.288831582
北屯區,1,160.65,7,有,1150,0.360531497
中區,24,34.08,4,無,170,0.204603007
北屯區,4,199.24,7,有,1540,0.109041627
清水區,0,181.04,7,有,728,0.916438113
太平區,29,125.48,7,有,515,0.835325425
潭子區,24,120.17,7,有,650,0.60846372
東區,3,241.12,6,有,1880,0.569982949
南區,4,199.61,7,有,1700,0.815002821
北屯區,0,158.85,7,有,1090,0.706705565
大甲區,0,136.5,7,有,620,0.333029127
北屯區,20,123.27,7,有,750,0.563223821
豐原區,10,62.93,4,無,470,0.818451817
南區,38,146.96,6,無,790,0.774336089
北屯區,17,120.57,8,有,675,0.50165483
西屯區,5,175.28,7,有,1150,0.580506916
北區,4,359.01,7,有,3400,0.52049949
南屯區,0,108.61,4,有,570,0.729330206
南屯區,13,263.11,12,無,2408,0.791935794
西區,10,377,9,有,3600,0.969031235
東區,5,233.42,12,無,2280,0.467075289
西區,31,45.71,3,無,235,0.031824406
北屯區,6,106.95,6,有,800,0.853235251
西屯區,19,33.24,3,無,283,0.038971266
大甲區,38,165.3,9,無,1200,0.232822026
沙鹿區,0,154.57,6,有,818,0.561607517
北屯區,13,186.16,7,有,1450,0.631374178
大肚區,40,83.61,7,無,320,0.161308103
西屯區,27,126.52,7,有,560,0.511403882
大甲區,14,206.57,9,無,870,0.186333375
北區,24,171.49,8,有,1128,0.492700761
豐原區,7,144.97,14,無,2750,0.29256795
南屯區,23,47.23,3,無,345,0.20773087
南區,21,120.22,7,有,582,0.51848951
南屯區,8,135.84,7,有,825,0.361822514
大雅區,0,195.03,11,無,982,0.545574405
西屯區,29,85.07,5,無,430,0.432820915
烏日區,0,127.02,5,有,609,0.061446584
北屯區,9,225.55,12,無,2220,0.453088593
南屯區,6,317.83,7,有,2460,0.272975794
潭子區,0,127.1,5,有,791,0.530113204
西屯區,0,137.86,5,有,1087,0.57456889
太平區,14,226.32,10,無,1470,0.621954012
南屯區,6,383.82,8,有,3500,0.424541618
大里區,0,116.05,6,有,755,0.98940037
北區,40,43.88,3,無,190,0.334529086
西屯區,25,147.99,7,有,915,0.95533997
北屯區,36,143.31,9,無,1250,0.141975022
大里區,0,117.14,5,有,560,0.310878644
南屯區,1,255.49,10,無,3250,0.64046281
清水區,3,63.96,4,無,302.5,0.125078013
南屯區,0,332.26,10,有,3600,0.236112455
南屯區,26,161.1,7,有,940,0.740841513
大甲區,0,85.83,5,無,395,0.684114112
北屯區,0,159.18,7,有,1162,0.599922386
北屯區,0,242.27,9,有,1348,0.801467256
清水區,1,176.87,10,無,1260,0.561498441
南區,20,144.07,7,有,860,0.651671178
西屯區,6,137.98,6,有,850,0.094569548
南屯區,27,123.3,7,有,850,0.93198285
西區,27,173.5,8,有,808,0.675341651
大里區,0,164.78,9,無,1250,0.199198278
南屯區,13,149.73,7,有,988,0.629444593
南屯區,0,66.48,4,無,451,0.763849758
大里區,0,131.94,7,有,640,0.004619775
梧棲區,0,268.58,11,無,1482,0.396000403
北屯區,36,104.37,3,無,465,0.625334323
西屯區,34,94.43,6,無,438,0.486334189
烏日區,13,184.44,7,無,1800,0.117059379
沙鹿區,0,109.46,5,有,670,0.061936468
北屯區,0,147.88,7,有,935,0.933319998
東區,25,31.18,3,無,140,0.162670893
北區,6,273.14,12,有,1960,0.013133886
西屯區,0,155.6,7,有,1225,0.842861109
梧棲區,27,369.43,11,無,1230,0.616094944
西屯區,24,131.31,7,無,590,0.948633457
沙鹿區,1,212.26,13,無,1535,0.564723458
太平區,30,90.8,7,有,466,0.779823858
烏日區,0,155.44,7,有,777,0.836424542
大里區,0,153.99,7,有,883,0.19749533
大里區,1,164.84,7,有,995,0.703650352
西屯區,11,154.97,7,有,980,0.333640676
大雅區,0,202.86,12,無,1418,0.726637317
北區,26,57.94,3,無,370,0.227715933
龍井區,9,69.22,8,無,66.3,0.59681525
南屯區,23,66.82,3,有,600,0.346264337
北屯區,27,126.72,7,有,672,0.415567639
西屯區,0,162.03,7,有,1315,0.602122895
南區,14,128.62,7,有,830,0.571955613
豐原區,0,101.78,4,有,633,0.640416887
沙鹿區,1,108.44,5,有,545,0.705419851
東區,0,155.53,7,有,1000,0.173360907
西屯區,5,350.96,10,有,4168,0.958321153
大雅區,1,151.06,10,無,1120,0.865776179
北屯區,0,147.69,6,有,870,0.728749962
北區,21,187.99,9,有,1020,0.912623743
豐原區,26,37.17,4,無,175,0.485335224
北區,39,64.61,6,無,350,0.479748817
北屯區,0,124.91,5,有,1045,0.734160718
西屯區,5,377.56,9,有,3990,0.935903647
西屯區,24,152.51,7,有,825,0.042763847
大甲區,0,122.24,7,有,560,0.040457487
大里區,0,146.63,7,有,795,0.876287773
南屯區,12,45.79,3,無,420,0.640427199
西屯區,14,148.3,6,有,1460,0.144189296
大里區,2,118.09,5,有,571,0.717741111
西屯區,21,163.66,8,有,1340,0.022050096
西屯區,12,152.62,7,有,1218,0.354779713
大里區,0,172.1,7,有,1056,0.464076515
北屯區,0,158.85,7,有,1060,0.722364277
北屯區,21,108.92,5,有,570,0.521951281
北屯區,25,32.09,3,無,190,0.849651276
西區,25,46.65,3,無,240,0.628488884
