區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
西屯區,26,97.15,6,無,280,0.124118428
西屯區,11,103.85,6,有,840,0.880526747
北屯區,26,58.27,4,無,320,0.705881932
北屯區,0,131.64,5,有,766,0.060776866
西屯區,0,101.83,5,有,1000,0.913192568
北屯區,0,160.66,7,有,1392,0.201573792
大里區,1,160.88,7,有,999,0.592092181
南區,20,105.34,6,有,640,0.435777463
西區,33,81.39,7,無,470,0.309733168
清水區,3,71.35,4,無,352,0.679318873
大里區,7,156.26,7,有,935,0.241979395
太平區,27,101.06,7,無,450,0.30096722
烏日區,0,155.44,7,有,780,0.754873412
北屯區,0,151.46,7,有,978,0.388631823
東區,40,105.66,7,無,730,0.833233577
西屯區,13,185.46,6,有,950,0.418720918
烏日區,0,155.23,7,有,830,0.058663129
西區,25,195.68,7,有,900,0.552440176
沙鹿區,0,91.72,5,無,513,0.564631013
大肚區,1,162.69,10,無,928,0.786900976
東區,41,79.85,7,無,485,0.786909536
太平區,0,141.07,7,有,800,0.221423114
西屯區,9,84.67,5,有,683,0.552688494
北屯區,12,195.88,8,有,1165,0.689806118
大里區,2,510.68,8,有,2450.56,0.188528769
北屯區,0,224.35,8,有,1571,0.426528829
豐原區,0,139.8,5,有,940,0.386203694
北區,4,162.44,7,有,1158,0.936578597
南屯區,25,179.79,8,有,850,0.845017792
烏日區,0,188.35,7,有,923,0.451909262
大里區,0,121.69,5,有,650,0.161088759
潭子區,21,99.48,5,有,500,0.611044028
太平區,28,91.34,5,有,510,0.499012503
梧棲區,0,190.1,11,無,1100,0.957282627
西區,2,181.87,7,有,1780,0.975267866
西屯區,6,126.84,6,有,830,0.97926248
豐原區,0,115.59,7,無,600,0.861059112
烏日區,4,198.01,8,有,900,0.783357766
南屯區,27,105.73,4,有,700,0.144570802
大雅區,6,174.37,10,無,1445,0.888324359
大里區,0,84.19,4,有,600,0.695473948
北區,48,95.08,6,無,1220,0.20320451
豐原區,2,226.29,8,有,1280,0.188026723
南區,25,161.11,7,無,630,0.86176283
潭子區,8,160.53,10,無,1140,0.133049001
西區,0,179.61,7,有,1350,0.620205801
北區,46,19.39,9,無,300,0.909299463
烏日區,0,268.19,13,無,2000,0.604774369
西屯區,1,206.47,7,有,2000,0.870066086
北屯區,25,124.75,7,無,758,0.381043314
太平區,25,187.48,10,無,900,0.338066717
東區,20,141.4,7,無,655,0.345945429
潭子區,0,154.44,5,有,1002,0.351110424
大里區,14,220.95,11,無,1460,0.027573883
北屯區,0,318.1,14,無,3000,0.576300129
北屯區,0,149.34,7,有,968,0.62795426
霧峰區,38,123.9,7,無,500,0.560079381
西屯區,0,164.61,7,有,1188,0.683517014
西屯區,3,266.23,8,有,2900,0.395225086
東區,0,121.49,5,有,760,0.725162025
梧棲區,18,206.51,9,無,870,0.630213539
北屯區,0,141.91,7,有,938,0.514820476
南屯區,5,309.48,9,有,2680,0.950512867
西屯區,0,125.1,5,有,1010,0.171035788
太平區,22,154.31,10,無,1200,0.053042014
北屯區,5,137.67,7,有,870,0.662903878
南區,23,95.18,4,無,470,0.427699603
北屯區,27,103.83,7,無,509,0.712322816
南屯區,6,123.34,6,有,770,0.168048204
潭子區,0,232.97,12,無,2300,0.593417534
豐原區,0,160.32,7,有,770,0.543608143
大里區,0,150.16,7,有,860,0.781704589
潭子區,41,205.06,10,無,1815,0.073976967
北屯區,0,448.66,10,無,8900,0.595283467
太平區,36,119.36,8,無,965,0.029007705
西區,28,51.11,3,無,350,0.100403669
西屯區,0,119.62,5,有,951,0.225974039
大里區,0,82.68,4,有,598,0.047719009
潭子區,46,107.1,7,無,900,0.052637785
北區,40,82.5,6,無,380,0.011925322
太平區,0,241.37,8,有,1500,0.744302274
北區,27,104.56,7,無,540,0.928481128
南屯區,26,105.25,7,有,565,0.098123107
豐原區,0,139,4,有,790,0.766876578
北屯區,0,158.18,7,有,1320,0.756291299
北屯區,0,168.99,6,有,880,0.871931431
清水區,0,201.25,8,有,841,0.985426409
西屯區,0,120.74,5,有,966,0.613981487
北屯區,0,167.01,7,有,1108,0.693659742
南區,43,137.25,9,無,550,0.802364667
清水區,0,127.31,5,有,411,0.61267561
南屯區,2,241.81,8,有,2550,0.801253421
大肚區,0,147.8,7,有,870,0.491379226
清水區,0,203.88,8,有,860,0.533332389
西屯區,11,478.61,11,有,7462.462,0.90064678
西屯區,0,58.9,4,無,498,0.041881599
大里區,15,82.2,6,無,550,0.240955401
西屯區,2,88.97,4,有,810,0.340630641
神岡區,29,135.85,7,無,600,0.448996709
東區,30,250.48,9,無,1600,0.284126521
太平區,0,171.28,10,無,998,0.57154106
潭子區,26,211.32,12,無,820,0.748181832
豐原區,27,203.66,9,無,1060,0.932007763
北屯區,0,85.76,4,無,745,0.460407664
北屯區,0,154.06,7,有,1340,0.718186443
西屯區,35,95.19,7,無,558,0.884019332
清水區,0,180.49,10,無,798,0.240956912
北屯區,49,55.95,5,無,1120,0.186050268
北區,1,127.92,5,有,1002,0.627268111
北屯區,7,180.8,7,有,1043,0.961888299
大里區,2,146.2,7,有,702,0.209946466
北屯區,0,179.48,10,無,1707,0.118640502
大雅區,3,207.15,8,有,1500,0.500841441
中區,38,61.47,3,無,250,0.708309942
北屯區,26,107.03,7,無,540,0.111219641
南屯區,23,167.33,7,有,1200,0.977355618
梧棲區,27,369.43,11,無,1230,0.978897075
太平區,2,167.59,7,有,1040,0.840277784
烏日區,0,101.9,5,有,560,0.08806965
清水區,0,157.38,7,有,625,0.721245987
大里區,0,125.01,5,有,696,0.196931374
西區,22,77.84,5,無,535,0.236573882
北屯區,5,282.6,11,無,2038,0.534938845
龍井區,7,195.87,13,無,1190,0.744804465
北屯區,0,171.16,7,有,1165,0.099127291
烏日區,0,155.44,7,有,767,0.1613123
后里區,6,176.52,12,無,1150,0.10639224
東區,36,74.84,5,無,365,0.074412395
沙鹿區,0,178.58,13,無,1538,0.432168106
西屯區,0,75.22,3,有,724,0.374783113
北屯區,0,157.33,7,有,1002,0.615713964
大里區,16,80.48,5,無,562,0.83239672
北屯區,1,120.25,4,有,850,0.049149999
沙鹿區,0,85.71,5,無,478,0.097683006
北屯區,5,235.74,7,有,2165,0.334255016
西屯區,23,142.05,7,無,600,0.609710683
大甲區,0,85.79,5,無,397,0.97411229
西屯區,7,92.69,3,有,578,0.20370583
南屯區,8,128.84,6,有,865,0.264245377
清水區,0,235.57,8,有,928,0.208062831
南屯區,26,146.71,8,有,970,0.527677921
北區,37,52.56,6,無,260,0.782066858
南屯區,6,200.14,7,有,1250,0.741556909
太平區,6,127.75,6,有,710,0.694444381
北屯區,26,108.55,7,無,500,0.540965683
南區,0,169.35,7,有,1072,0.084210662
北區,27,84.57,5,無,370,0.86399862
北屯區,2,154.76,7,有,1015,0.018277536
北屯區,1,173.57,7,有,1404,0.266156233
豐原區,34,86.62,6,無,295,0.730124772
大里區,1,161.35,7,有,1015,0.047461184
南屯區,6,317.48,9,有,2680,0.299231844
西區,39,57.4,7,無,420,0.657100661
南屯區,2,260.79,7,有,2470,0.565619606
南屯區,29,51.38,3,無,200,0.061062179
北屯區,0,302.41,12,無,2708,0.6582385
西屯區,11,146.95,5,有,1111,0.022826565
南屯區,0,150.7,7,有,908,0.356942574
大雅區,26,108.46,7,無,500,0.764793288
西屯區,14,115.29,6,無,825,0.257218739
南區,21,105.08,6,有,550,0.142697412
北屯區,19,273.38,13,有,1668,0.555494899
大里區,0,179.68,7,有,919,0.259655562
北屯區,6,415.24,13,無,3970,0.457459483
西屯區,0,128.83,5,有,1022,0.716725883
西區,37,41.16,7,無,100,0.630304098
北屯區,12,361.77,13,無,2610,0.033788256
西屯區,16,191.69,9,無,1785,0.058926567
北屯區,0,130.39,5,有,960,0.327108963
西屯區,14,30.04,3,無,185,0.818622405
豐原區,0,76.33,4,無,460,0.405628416
西區,36,217.09,26,無,1260,0.727110818
南屯區,0,63.03,3,無,608,0.186939325
南屯區,0,64.7,3,無,635,0.571261564
西屯區,15,191.11,7,有,1400,0.443421483
北屯區,0,135.85,6,有,757,0.989217238
大里區,1,218.86,14,無,1545,0.251997596
南屯區,0,146.49,7,有,1618,0.326737608
沙鹿區,1,136.87,9,無,910,0.732854818
北屯區,29,113.87,7,無,500,0.526800365
沙鹿區,0,116.57,5,有,747,0.177521036
西屯區,2,213.23,8,有,1688,0.88092663
南屯區,6,111.03,5,有,728,0.333521867
梧棲區,28,62.92,6,無,200,0.837617468
南區,39,66.6,9,無,1276,0.909423365
西屯區,26,32.52,3,無,165,0.250136599
清水區,0,95.24,3,有,450,0.273174013
大肚區,0,138.58,7,有,800,0.388712403
西屯區,10,87.1,4,有,766,0.578430455
東區,3,172.62,7,有,1426,0.594403289
豐原區,25,36.42,3,無,208,0.021562056
大里區,0,125.65,5,有,695,0.301670386
北屯區,2,224.88,9,有,1446,0.653427252
西屯區,0,175.17,7,有,1425,0.451078956
大里區,1,154.47,7,有,910,0.440101998
太平區,2,106.42,5,有,515,0.850074596
西區,22,116.23,6,無,820,0.596630178
北區,33,283.72,11,無,1100,0.492351712
太平區,27,92.83,7,無,475,0.100730882
北區,26,180.42,8,有,940,0.036346949
西區,25,30.81,3,無,175,0.242593852
太平區,42,84.8,10,無,955,0.639819837
太平區,8,177.83,9,無,1580,0.898579037
北區,7,299.77,8,有,3130,0.805315151
大里區,2,104.95,5,有,634,0.384044301
東區,29,113.96,7,無,468,0.267926195
潭子區,26,50.29,3,無,220,0.136650856
大肚區,24,167.01,9,無,650,0.207156154
北區,7,294.97,8,有,2600,0.518834609
西區,26,113.73,7,有,800,0.176209241
大里區,24,35.71,3,無,160,0.864907643
太平區,5,202.7,8,有,1050,0.193473095
北屯區,0,159.2,7,有,1077,0.479947043
太平區,0,278.26,12,無,2300,0.859416244
北屯區,6,182.2,7,有,1125,0.152801646
清水區,0,157.65,7,有,636,0.121203894
大里區,0,146.63,7,有,885,0.318415627
東區,37,236.73,10,無,1280,0.436872895
沙鹿區,1,104.39,8,有,523,0.918903176
烏日區,2,189.04,7,有,1258,0.715071506
烏日區,0,167.89,7,有,966,0.042493827
太平區,34,101.85,8,無,1060,0.074397848
北屯區,0,173.94,7,有,1238,0.262092199
南屯區,0,72.94,4,無,484,0.693360756
豐原區,26,33.95,3,無,100,0.315333516
南屯區,21,217.23,8,有,1350,0.117761682
石岡區,5,197.96,5,無,2110,0.968310605
太平區,3,184.01,6,有,1230,0.643728815
清水區,0,181.52,7,有,745,0.745001848
西區,20,222.46,7,有,1818,0.370301802
梧棲區,0,198.49,12,無,1180,0.30081716
太平區,15,210.47,9,無,2528,0.93962225
大雅區,26,236.14,13,有,1280,0.284451825
龍井區,1,167.34,10,無,988,0.937855032
神岡區,14,237.4,9,無,1150,0.713904392
西屯區,26,76.98,5,無,450,0.022816397
南屯區,0,140.76,6,有,828,0.502583169
西區,32,104.01,7,無,630,0.142340487
北屯區,0,146.27,6,有,830,0.882805406
太平區,0,144.98,6,有,950,0.560868951
北屯區,47,78.4,10,無,558,0.402002053
外埔區,19,481.36,11,有,1300,0.521927033
西區,12,333.98,16,無,3480,0.32706267
東區,34,134.28,10,無,1200,0.786085032
北屯區,0,110.35,5,有,636,0.915164108
大甲區,27,244.99,11,無,600,0.396275474
南屯區,8,217.07,7,有,1969,0.373303642
西屯區,0,52.47,4,無,529,0.601530866
南屯區,0,149.37,7,有,1584,0.758501922
豐原區,10,1646.32,20,有,10800,0.934133842
北屯區,10,160.45,7,有,1140,0.142383672
烏日區,36,129.63,8,無,765,0.201742019
太平區,29,110.33,6,有,520,0.388186705
南屯區,0,134.43,6,有,770,0.997059084
西區,9,104.37,5,有,1100,0.969381905
大雅區,4,154.44,7,有,1068,0.930703074
西區,0,179.61,7,有,1292,0.741517165
西屯區,26,111.87,6,無,660,0.266574688
北屯區,9,152.88,7,有,845,0.289210005
東區,2,165.18,7,有,950,0.243345179
潭子區,3,100.65,5,有,800,0.676754359
大肚區,40,62.7,7,無,130,0.13921911
豐原區,0,160.32,7,有,715,0.210756316
神岡區,30,12.5,11,無,151.8379,0.91972149
烏日區,3,165.9,7,有,950,0.499668685
龍井區,0,74.14,5,無,400,0.477232372
北區,1,296.51,9,有,2353,0.655113577
清水區,0,173.7,9,無,786,0.664566866
大里區,0,124.75,5,有,718,0.917219354
北屯區,1,259.95,12,無,2708,0.121831669
大甲區,0,97.29,5,有,433,0.352009808
南區,4,178.5,8,有,1080,0.122886589
南屯區,26,196.74,7,無,1150,0.976340577
西區,13,101.63,3,無,1060,0.776050127
北屯區,23,91.23,6,無,545,0.933138382
沙鹿區,0,116.96,5,有,720,0.658016254
大里區,5,149.86,7,有,980,0.599561404
豐原區,30,447.25,11,無,15251.45,0.488611945
大甲區,0,80.5,6,無,368,0.918485547
豐原區,0,101.38,7,有,690,0.471599285
太平區,30,150.64,7,有,400,0.95040511
西屯區,12,74.12,3,有,580,0.584904444
東區,22,195.12,11,無,1558,0.070618236
西區,41,85.32,6,無,526,0.258505061
南屯區,0,80.49,5,有,900,0.605189288
北區,38,91.22,6,無,410,0.833555802
大里區,0,143.45,9,無,1358,0.403555005
潭子區,25,114.29,6,有,570,0.014628854
西屯區,24,131.35,7,無,600,0.223237728
神岡區,24,166.78,7,有,665,0.678143693
西屯區,7,361.77,11,有,2350,0.214034792
西屯區,0,101.32,4,有,763,0.669150312
西屯區,0,129.14,5,有,1040,0.093976001
北屯區,0,154.06,7,有,1317,0.789049636
南屯區,20,205.35,8,有,1203,0.663499055
沙鹿區,0,171.47,10,無,905,0.212117594
太平區,0,168.93,10,無,1399,0.899120181
南屯區,1,287.93,9,有,2568,0.712898744
北屯區,27,114.87,7,無,410,0.165222218
北屯區,0,93.13,5,有,535,0.997090025
西區,13,110.93,5,有,910,0.218753445
大里區,9,166.43,11,無,1210,0.002486566
太平區,2,189.83,9,無,1465,0.371118601
大里區,20,129.97,7,無,540,0.043830291
北屯區,0,164.88,6,有,1513,0.525457952
北屯區,0,154.06,7,有,1163,0.618339621
西區,38,77.49,5,無,340,0.042525219
梧棲區,39,177,7,無,398,0.40515844
北區,1,296.29,9,有,2366,0.803356336
南屯區,38,70.19,10,無,188.7734,0.959894449
梧棲區,0,271.1,11,無,1500,0.325121123
東區,4,182.1,7,有,990,0.923423845
太平區,39,47.88,6,無,134.425,0.962183934
烏日區,6,122.69,5,有,630,0.047403291
烏日區,4,139.91,7,有,925,0.618164721
沙鹿區,0,161.07,7,有,790,0.162818846
北屯區,0,164.5,7,有,1080,0.537676753
北屯區,0,126.21,5,有,698,0.518439619
北屯區,1,174.59,7,有,1356,0.03122249
西屯區,10,389.46,8,有,4450,0.967282809
沙鹿區,8,167.97,10,無,945,0.696154497
北屯區,5,141.66,7,有,885,0.057404042
潭子區,24,129.99,7,無,728,0.006931224
北屯區,11,293.62,12,無,2580,0.924462491
潭子區,29,230.7,7,有,900,0.959051164
西區,8,253.86,7,有,2350,0.487755614
南屯區,3,150.25,6,有,1009,0.959171606
西屯區,0,119.03,5,有,942,0.218767998
東區,5,165.74,7,有,1258,0.439276831
南屯區,0,110.86,4,有,598,0.288996749
西屯區,13,46.14,3,無,360,0.917191558
大里區,33,210.85,10,無,2500,0.547891714
北區,47,341.3,26,無,3280,0.777530187
北屯區,5,200.41,7,有,1350,0.065629412
西屯區,9,120.46,5,有,950,0.239930506
北屯區,2,152.31,7,有,976,0.787864229
南屯區,0,66.38,4,無,453,0.101692837
大雅區,39,125.19,9,無,1050,0.66217808
太平區,46,95.34,7,無,858,0.315691962
西屯區,19,85.37,5,無,730,0.337151113
豐原區,0,141.38,4,有,830,0.764872286
沙鹿區,0,151.88,6,有,800,0.767751152
潭子區,0,174.79,10,無,1870,0.922113884
南屯區,1,252.65,7,有,2410,0.817809178
西屯區,0,132.95,6,有,1035,0.402740533
北區,14,132.45,7,有,958,0.955154589
西區,36,109.35,7,無,650,0.396714819
西屯區,0,118.99,5,有,933,0.928753509
大里區,27,114.65,6,有,600,0.980829759
北屯區,5,142.51,7,有,740,0.465142247
霧峰區,31,94.24,6,無,280,0.247408453
南區,30,153.26,9,無,1100,0.018504632
北屯區,4,279.65,7,有,2588,0.3156968
西屯區,12,198.46,7,有,1588,0.257826231
大里區,0,151.4,7,有,788,0.606008028
太平區,30,90.8,7,有,400,0.807698897
沙鹿區,0,242.34,12,無,1500,0.839815328
西區,0,139.02,6,有,1098,0.202971985
南屯區,26,36.39,3,無,228,0.480217429
西屯區,1,108.64,4,有,821,0.042803063
豐原區,0,182.89,12,無,1250,0.898059961
北屯區,6,151.21,7,有,1160,0.012843001
豐原區,0,105.79,5,有,530,0.724134544
大里區,0,87.46,5,有,395,0.914116687
豐原區,0,182.89,12,無,1330,0.90260267
太平區,0,267.2,8,有,1550,0.681416923
烏日區,7,144.52,6,有,745,0.446634486
西屯區,6,186.98,7,有,1240,0.079485466
北區,26,140.88,5,無,650,0.706986441
大里區,15,388.77,15,無,1800,0.614400647
南屯區,0,162.86,8,有,1795,0.919588958
北屯區,0,200.11,7,有,1087,0.888926836
南區,20,170.25,7,有,1133,0.618750644
北區,34,90.19,5,無,246,0.566584432
清水區,0,197.69,10,無,880,0.329608854
烏日區,3,201.18,7,有,1450,0.867656758
大里區,1,98.23,5,有,708,0.510377832
太平區,0,153.09,7,有,818,0.818635558
西區,21,222.91,8,有,1390,0.19328749
大里區,35,113.91,8,無,835,0.461833819
豐原區,44,102.69,7,無,600,0.411456621
豐原區,0,128.29,7,有,620,0.009544485
東區,0,148.54,7,有,907,0.058992219
南屯區,0,327.02,8,有,4236,0.691884804
西屯區,24,138.23,7,無,820,0.512069654
西屯區,5,136.33,5,有,888,0.206079972
太平區,0,144.98,6,有,855,0.326861884
西屯區,27,119.31,7,無,600,0.857851716
大里區,0,100.2,5,有,453,0.84708902
北區,33,65.68,5,無,570,0.20036451
清水區,23,168.31,11,無,330,0.114914069
太平區,2,186.46,11,無,1360,0.979794388
南屯區,2,242.89,6,有,2823,0.915126447
龍井區,9,150.76,9,無,968,0.302322297
北屯區,5,297.1,12,無,2630,0.223557609
南屯區,1,210.84,5,有,1830,0.801066275
烏日區,0,124.06,5,有,628,0.191215385
南屯區,0,133.62,6,有,732,0.234206771
西區,24,209.45,7,有,1535,0.16888097
霧峰區,18,94.8,11,無,800,0.804862284
北屯區,10,159.46,7,有,1188,0.756865706
南區,7,201.24,8,有,1568,0.806724456
清水區,0,157.65,7,有,641,0.976855582
清水區,0,169.91,7,有,633,0.627474061
北屯區,24,148.98,7,有,730,0.715779135
南屯區,21,147.22,7,有,1030,0.663881586
南屯區,0,400.45,9,有,5730,0.101245067
大雅區,0,158.41,10,無,1150,0.543126438
北區,2,89.55,3,有,810,0.511382846
南屯區,7,402.48,9,有,3320,0.17276172
清水區,0,133.14,5,有,545,0.686629662
北屯區,0,149.34,7,有,985,0.785066764
北屯區,25,19.17,3,無,130,0.668892885
清水區,0,106.4,5,有,430,0.46654614
烏日區,42,86.1,7,無,575,0.32968594
大甲區,0,176.97,10,無,1480,0.607770769
西屯區,10,81.07,5,有,680,0.410361815
大里區,0,104.06,4,有,726,0.646377473
大肚區,27,99.34,7,無,320,0.719737962
中區,23,29.06,3,無,80,0.616842464
大肚區,40,45.81,4,無,320,0.998993508
南屯區,0,105.93,4,有,1030,0.507982465
北屯區,0,173.57,7,有,1234,0.03556175
西屯區,13,347.22,7,有,2720,0.024332959
北屯區,0,130.55,5,有,819,0.621761233
太平區,40,82.2,8,無,613,0.779116398
北屯區,28,185.46,8,有,820,0.961438701
南區,23,126.13,6,無,540,0.533739172
大肚區,39,115.53,7,無,420,0.066875954
梧棲區,0,181.24,11,無,762,0.727669689
烏日區,15,212.48,16,無,1680,0.228087517
北屯區,0,87.28,5,有,465,0.754334399
北屯區,0,151,7,有,939,0.858396495
梧棲區,0,170.02,10,無,935,0.015737596
南區,3,264.96,12,無,2800,0.096285365
北屯區,0,164.78,7,有,1592,0.883813157
西屯區,26,79.34,7,無,470,0.89760798
清水區,0,158.81,7,有,640,0.584629726
西屯區,22,60.87,3,無,395,0.692261412
北屯區,0,209.63,9,有,1300,0.735171913
南屯區,1,382.74,13,無,7000,0.256732942
北區,39,90.85,9,無,778,0.844809486
南區,1,153.22,7,有,950,0.09155735
西區,26,173.64,8,有,835,0.035067515
西屯區,0,165.88,7,有,1550,0.414199461
梧棲區,1,157.33,10,無,1065,0.916348743
潭子區,39,102.02,8,無,638,0.145629631
北區,28,73.68,6,無,500,0.018756085
北屯區,0,91.81,4,無,677,0.623792405
北屯區,0,174.46,7,有,1185,0.187326204
大雅區,1,223.69,10,無,2070,0.520527431
大肚區,0,156.56,7,有,888,0.250387738
西屯區,50,43.87,7,無,700,0.995910008
烏日區,0,124.79,6,有,620,0.217666075
北區,28,41.23,3,無,205,0.236097699
南屯區,26,218.51,9,有,1298,0.283996812
大里區,0,90.91,5,有,410,0.412483744
清水區,0,181.71,10,無,1108,0.09582124
西屯區,22,262.61,9,有,2620,0.235167765
南屯區,26,186.61,7,有,1180,0.177670976
南屯區,28,103.42,7,無,480,0.864373631
后里區,42,128.15,7,無,550,0.492564329
沙鹿區,0,121,5,有,595,0.08464732
豐原區,2,275.48,14,無,2820,0.045723976
南區,21,102.43,7,無,518,0.364674847
太平區,0,147.64,6,有,1020,0.868305514
大里區,2,142.55,5,有,665,0.849315545
龍井區,0,173.26,10,無,836,0.795732569
太平區,28,131.33,7,有,150,0.829881844
南屯區,15,87.11,5,無,590,0.853626338
神岡區,26,120.82,7,有,530,0.274949664
北屯區,0,130.55,5,有,917,0.10902427
大雅區,40,64.9,6,無,200,0.517518012
烏日區,0,151.71,7,有,752,0.878023828
西屯區,7,216.87,11,無,2066,0.623858724
太平區,40,83.52,7,無,850,0.603641324
南區,25,123.08,7,有,630,0.471904235
北屯區,22,256.27,9,有,1310,0.531071431
北屯區,8,165.59,7,有,920,0.787549556
南區,8,152.49,7,有,1138,0.273400447
北區,0,127.3,5,有,937,0.442052363
南屯區,25,107.53,7,有,630,0.32258284
北屯區,0,147.54,6,有,928,0.514815411
太平區,28,92.48,7,有,570,0.484198469
烏日區,0,165.67,8,有,878,0.964699067
西區,13,163.57,7,有,1410,0.400933917
南區,28,187.41,11,有,799,0.057023805
西區,32,124.28,7,無,830,0.202982796
大里區,41,78.53,4,無,468,0.208195658
南屯區,0,97.89,5,有,829,0.119791722
